gene_id	Uniprot	Pfam	Refseq	Nr	Tigrfam	COG	KEGG	Pathway	GO
assembly_01846	Glutathione biosynthesis bifunctional protein GshAB`	PF04262.11`Glu_cys_ligase`Glutamate-cysteine ligase	WP_024863176.1`glutamate--cysteine ligase	glutamate--cysteine ligase [Pediococcus acidilactici]	TIGR01434`glu_cys_ligase: glutamate--cysteine ligase;TIGR01435`glu_cys_lig_rel: glutamate--cysteine ligase/glutathione synthase	Gamma-glutamylcysteine synthetase`Coenzyme transport and metabolism`H;D-alanine-D-alanine ligase and related ATP-grasp enzymes`Cell wall/membrane/envelope biogenesis`M	assembly_01846`K01919	Cysteine and methionine metabolism`ko00270;Glutathione metabolism`ko00480	GO:0005524`ATP binding`molecular_function;GO:0004357`glutamate-cysteine ligase activity`molecular_function;GO:0046872`metal ion binding`molecular_function;GO:0004363`glutathione synthase activity`molecular_function
assembly_01354	Leucine--tRNA ligase`	PF08264.10`Anticodon_1`Anticodon-binding domain of tRNA;PF01406.16`tRNA-synt_1e`tRNA synthetases class I (C) catalytic domain;PF13603.3`tRNA-synt_1_2`Leucyl-tRNA synthetase, Domain 2;PF00133.19`tRNA-synt_1`tRNA synthetases class I (I, L, M and V);PF09334.8`tRNA-synt_1g`tRNA synthetases class I (M);PF01921.15`tRNA-synt_1f`tRNA synthetases class I (K)	WP_087115666.1`leucine--tRNA ligase	leucine--tRNA ligase [Pediococcus acidilactici]	TIGR00396`leuS_bact: leucine--tRNA ligase;TIGR00422`valS: valine--tRNA ligase;TIGR00435`cysS: cysteine--tRNA ligase;TIGR00398`metG: methionine--tRNA ligase;TIGR00395`leuS_arch: leucine--tRNA ligase;TIGR03447`mycothiol_MshC: cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase;TIGR00392`ileS: isoleucine--tRNA ligase	Leucyl-tRNA synthetase`Translation, ribosomal structure and biogenesis`J	assembly_01354`K01869	Aminoacyl-tRNA biosynthesis`ko00970	GO:0005524`ATP binding`molecular_function;GO:0006429`leucyl-tRNA aminoacylation`biological_process;GO:0005737`cytoplasm`cellular_component;GO:0002161`aminoacyl-tRNA editing activity`molecular_function;GO:0004823`leucine-tRNA ligase activity`molecular_function
assembly_00130	Uncharacterized oxidoreductase YhxD`	PF01912.15`eIF-6`eIF-6 family;PF00106.22`adh_short`short chain dehydrogenase;PF08659.7`KR`KR domain;PF13561.3`adh_short_C2`Enoyl-(Acyl carrier protein) reductase	WP_024862711.1`SDR family oxidoreductase	SDR family oxidoreductase [Pediococcus acidilactici]	TIGR01963`PHB_DH: 3-hydroxybutyrate dehydrogenase;TIGR02415`23BDH: acetoin reductases;TIGR03325`BphB_TodD: cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase;TIGR01829`AcAcCoA_reduct: acetoacetyl-CoA reductase;TIGR03971`SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase;TIGR03206`benzo_BadH: 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase;TIGR04504`SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase;TIGR02632`RhaD_aldol-ADH: rhamnulose-1-phosphate aldolase/alcohol dehydrogenase;TIGR02685`pter_reduc_Leis: pteridine reductase;TIGR01831`fabG_rel: putative 3-oxoacyl-(acyl-carrier-protein) reductase;TIGR01830`3oxo_ACP_reduc: 3-oxoacyl-[acyl-carrier-protein] reductase;TIGR04316`dhbA_paeA: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase;TIGR01832`kduD: 2-deoxy-D-gluconate 3-dehydrogenase	-	-	-	GO:0055114`oxidation-reduction process`biological_process;GO:0016616`oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor`molecular_function
assembly_00606	50S ribosomal protein L29`	PF00831.20`Ribosomal_L29`Ribosomal L29 protein	WP_002832266.1`MULTISPECIES: 50S ribosomal protein L29	MULTISPECIES: 50S ribosomal protein L29 [Pediococcus]	TIGR00012`L29: ribosomal protein uL29	Ribosomal protein L29`Translation, ribosomal structure and biogenesis`J	assembly_00606`K02904	Ribosome`ko03010	GO:0005840`ribosome`cellular_component;GO:0003735`structural constituent of ribosome`molecular_function;GO:0006412`translation`biological_process
assembly_01482	NADPH-dependent alkenal/one oxidoreductase, chloroplastic`	PF08240.9`ADH_N`Alcohol dehydrogenase GroES-like domain;PF13602.3`ADH_zinc_N_2`Zinc-binding dehydrogenase;PF16884.2`ADH_N_2`N-terminal domain of oxidoreductase;PF01262.18`AlaDh_PNT_C`Alanine dehydrogenase/PNT, C-terminal domain;PF00107.23`ADH_zinc_N`Zinc-binding dehydrogenase	WP_008842350.1`NADP-dependent oxidoreductase	NADP-dependent oxidoreductase [Pediococcus acidilactici]	TIGR00692`tdh: L-threonine 3-dehydrogenase;TIGR02822`adh_fam_2: zinc-binding alcohol dehydrogenase family protein;TIGR02817`adh_fam_1: zinc-binding alcohol dehydrogenase family protein;TIGR03989`Rxyl_3153: NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family;TIGR02823`oxido_YhdH: putative quinone oxidoreductase, YhdH/YhfP family;TIGR02825`B4_12hDH: leukotriene B4 12-hydroxydehydrogenase/15-oxo-prostaglandin 13-reductase;TIGR01751`crot-CoA-red: crotonyl-CoA carboxylase/reductase;TIGR02824`quinone_pig3: putative NAD(P)H quinone oxidoreductase, PIG3 family;TIGR03201`dearomat_had: 6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase;TIGR03451`mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase;TIGR02818`adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	NADPH:quinone reductase or related Zn-dependent oxidoreductase`Energy production and conversion`C	-	-	GO:0035671`enone reductase activity`molecular_function;GO:0009409`response to cold`biological_process;GO:0009579`thylakoid`cellular_component;GO:0010319`stromule`cellular_component;GO:0008270`zinc ion binding`molecular_function;GO:0048046`apoplast`cellular_component;GO:0009570`chloroplast stroma`cellular_component;GO:0009941`chloroplast envelope`cellular_component;GO:0009507`chloroplast`cellular_component;GO:0055114`oxidation-reduction process`biological_process;GO:0035798`2-alkenal reductase (NADP+) activity`molecular_function
assembly_01530	Uracil-DNA glycosylase`	PF03167.16`UDG`Uracil DNA glycosylase superfamily	WP_002831140.1`uracil-DNA glycosylase	uracil-DNA glycosylase [Pediococcus acidilactici]	TIGR00628`ung: uracil-DNA glycosylase	Uracil DNA glycosylase`Replication, recombination and repair`L	assembly_01530`K03648	Base excision repair`ko03410;Primary immunodeficiency`ko05340	GO:0004844`uracil DNA N-glycosylase activity`molecular_function;GO:0005737`cytoplasm`cellular_component;GO:0006284`base-excision repair`biological_process
assembly_00288	D-alanyl-D-alanine carboxypeptidase DacA`	PF13354.3`Beta-lactamase2`Beta-lactamase enzyme family;PF00768.17`Peptidase_S11`D-alanyl-D-alanine carboxypeptidase;PF00144.21`Beta-lactamase`Beta-lactamase	WP_024862852.1`D-alanyl-D-alanine carboxypeptidase	D-alanyl-D-alanine carboxypeptidase [Pediococcus acidilactici]	-	D-alanyl-D-alanine carboxypeptidase`Cell wall/membrane/envelope biogenesis`M	assembly_00288`K07258	Peptidoglycan biosynthesis`ko00550	GO:0005618`cell wall`cellular_component;GO:0009252`peptidoglycan biosynthetic process`biological_process;GO:0071555`cell wall organization`biological_process;GO:0005576`extracellular region`cellular_component;GO:0009002`serine-type D-Ala-D-Ala carboxypeptidase activity`molecular_function;GO:0004175`endopeptidase activity`molecular_function;GO:0008360`regulation of cell shape`biological_process
assembly_00272	Uncharacterized RNA methyltransferase lp_3226`	PF13847.3`Methyltransf_31`Methyltransferase domain;PF03602.12`Cons_hypoth95`Conserved hypothetical protein 95;PF05958.8`tRNA_U5-meth_tr`tRNA (Uracil-5-)-methyltransferase;PF01938.17`TRAM`TRAM domain;PF05175.11`MTS`Methyltransferase small domain	WP_024862847.1`23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD [Pediococcus acidilactici]	TIGR00479`rumA: 23S rRNA (uracil-5-)-methyltransferase RumA;TIGR00536`hemK_fam: methyltransferase, HemK family;TIGR03534`RF_mod_PrmC: protein-(glutamine-N5) methyltransferase, release factor-specific;TIGR02085`meth_trns_rumB: 23S rRNA (uracil-5-)-methyltransferase RumB;TIGR02143`trmA_only: tRNA (uracil(54)-C(5))-methyltransferase	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family`Translation, ribosomal structure and biogenesis`J	-	-	GO:0008173`RNA methyltransferase activity`molecular_function;GO:0006396`RNA processing`biological_process
assembly_00252	-	PF01609.18`DDE_Tnp_1`Transposase DDE domain;PF13808.3`DDE_Tnp_1_assoc`DDE_Tnp_1-associated;PF13701.3`DDE_Tnp_1_4`Transposase DDE domain group 1	WP_104689209.1`IS1380 family transposase	IS1380 family transposase [Lactobacillus pontis]	-	-	-	-	-
assembly_00774	-	-	-	-	-	-	-	-	-
assembly_00198	Cytosine deaminase`	PF01979.17`Amidohydro_1`Amidohydrolase family;PF07969.8`Amidohydro_3`Amidohydrolase family	WP_024862681.1`cytosine deaminase	cytosine deaminase [Pediococcus acidilactici]	TIGR01224`hutI: imidazolonepropionase;TIGR02033`D-hydantoinase: dihydropyrimidinase;TIGR00857`pyrC_multi: dihydroorotase, multifunctional complex type;TIGR02967`guan_deamin: guanine deaminase;TIGR03178`allantoinase: allantoinase	Cytosine/adenosine deaminase or related metal-dependent hydrolase`Nucleotide transport and metabolism`F	assembly_00198`K01485	Arginine and proline metabolism`ko00330;Pyrimidine metabolism`ko00240	GO:0004131`cytosine deaminase activity`molecular_function;GO:0042802`identical protein binding`molecular_function;GO:0008270`zinc ion binding`molecular_function;GO:0008198`ferrous iron binding`molecular_function;GO:0005829`cytosol`cellular_component;GO:0035888`isoguanine deaminase activity`molecular_function;GO:0006209`cytosine catabolic process`biological_process
assembly_00186	-	PF01370.18`Epimerase`NAD dependent epimerase/dehydratase family;PF01073.16`3Beta_HSD`3-beta hydroxysteroid dehydrogenase/isomerase family;PF13460.3`NAD_binding_10`NAD(P)H-binding;PF05368.10`NmrA`NmrA-like family	WP_005919448.1`SDR family oxidoreductase	SDR family oxidoreductase [Pediococcus acidilactici]	-	-	-	-	-
assembly_00487	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase`	PF03808.10`Glyco_tran_WecB`Glycosyl transferase WecB/TagA/CpsF family	WP_024862941.1`WecB/TagA/CpsF family glycosyltransferase	WecB/TagA/CpsF family glycosyltransferase [Pediococcus acidilactici]	TIGR00696`wecG_tagA_cpsF: glycosyltransferase, WecB/TagA/CpsF family	UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family`Cell wall/membrane/envelope biogenesis`M	assembly_00487`K05946	-	GO:0071555`cell wall organization`biological_process;GO:0016758`transferase activity, transferring hexosyl groups`molecular_function;GO:0047244`N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity`molecular_function;GO:0019350`teichoic acid biosynthetic process`biological_process
assembly_01401	-	PF16110.2`DUF4828`Domain of unknown function (DUF4828)	WP_002829792.1`DUF4828 domain-containing protein	DUF4828 domain-containing protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_00694	-	PF00440.20`TetR_N`Bacterial regulatory proteins, tetR family	WP_002832163.1`TetR/AcrR family transcriptional regulator	TetR/AcrR family transcriptional regulator [Pediococcus acidilactici]	-	-	-	-	-
assembly_00610	50S ribosomal protein L5`	PF00673.18`Ribosomal_L5_C`ribosomal L5P family C-terminus;PF00281.16`Ribosomal_L5`Ribosomal protein L5	WP_002832261.1`50S ribosomal protein L5	50S ribosomal protein L5 [Pediococcus acidilactici]	-	Ribosomal protein L5`Translation, ribosomal structure and biogenesis`J	assembly_00610`K02931	Ribosome`ko03010	GO:0006412`translation`biological_process;GO:0003735`structural constituent of ribosome`molecular_function;GO:0019843`rRNA binding`molecular_function;GO:0000049`tRNA binding`molecular_function;GO:0005840`ribosome`cellular_component
assembly_01423	Glycosyltransferase GlyA`	PF10111.6`Glyco_tranf_2_2`Glycosyltransferase like family 2;PF00535.23`Glycos_transf_2`Glycosyl transferase family 2	WP_128688364.1`glycosyltransferase family 2 protein	-	-	-	-	-	GO:0016757`transferase activity, transferring glycosyl groups`molecular_function;GO:0000166`nucleotide binding`molecular_function;GO:0046872`metal ion binding`molecular_function;GO:0006486`protein glycosylation`biological_process
assembly_01650	HTH-type transcriptional regulator GmuR`	PF01978.16`TrmB`Sugar-specific transcriptional regulator TrmB;PF07702.10`UTRA`UTRA domain;PF00392.18`GntR`Bacterial regulatory proteins, gntR family	WP_024862610.1`GntR family transcriptional regulator	GntR family transcriptional regulator [Pediococcus acidilactici]	TIGR02018`his_ut_repres: histidine utilization repressor;TIGR02404`trehalos_R_Bsub: trehalose operon repressor;TIGR02325`C_P_lyase_phnF: phosphonate metabolism transcriptional regulator PhnF;TIGR03337`phnR: phosphonate utilization transcriptional regulator PhnR	DNA-binding transcriptional regulator, GntR family`Transcription`K	-	-	GO:0045892`negative regulation of transcription, DNA-templated`biological_process;GO:0005737`cytoplasm`cellular_component;GO:0003700`transcription factor activity, sequence-specific DNA binding`molecular_function;GO:0003677`DNA binding`molecular_function
assembly_01932	-	PF14823.3`Sirohm_synth_C`Sirohaem biosynthesis protein C-terminal	WP_061812792.1`hypothetical protein	hypothetical protein [Pediococcus pentosaceus]	-	-	-	-	-
assembly_01594	L-cystine uptake protein TcyP`	PF00375.15`SDF`Sodium:dicarboxylate symporter family	WP_005916072.1`cation:dicarboxylase symporter family transporter	cation:dicarboxylase symporter family transporter [Pediococcus acidilactici]	-	-	-	-	GO:0006865`amino acid transport`biological_process;GO:0015293`symporter activity`molecular_function;GO:0016021`integral component of membrane`cellular_component
assembly_01164	Uncharacterized protein Spy1614`	PF03780.10`Asp23`Asp23 family, cell envelope-related function	WP_002831486.1`Asp23/Gls24 family envelope stress response protein	Asp23/Gls24 family envelope stress response protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01365	-	-	-	-	-	-	-	-	-
assembly_01649	Probable phosphoketolase`	PF09363.7`XFP_C`XFP C-terminal domain;PF03894.12`XFP`D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase;PF09364.7`XFP_N`XFP N-terminal domain	WP_002830055.1`phosphoketolase family protein	phosphoketolase family protein [Pediococcus acidilactici]	-	Phosphoketolase`Carbohydrate transport and metabolism`G	assembly_01649`K01621	Pentose phosphate pathway`ko00030;Carbon fixation in photosynthetic organisms`ko00710	GO:0005975`carbohydrate metabolic process`biological_process;GO:0016832`aldehyde-lyase activity`molecular_function
assembly_01500	Uncharacterized protein YqhL`	PF00581.17`Rhodanese`Rhodanese-like domain	WP_024862548.1`rhodanese-like domain-containing protein	rhodanese-like domain-containing protein [Pediococcus acidilactici]	TIGR02981`phageshock_pspE: phage shock operon rhodanese PspE;TIGR03167`tRNA_sel_U_synt: tRNA 2-selenouridine synthase	Rhodanese-related sulfurtransferase`Inorganic ion transport and metabolism`P	-	-	GO:0016021`integral component of membrane`cellular_component;GO:0005886`plasma membrane`cellular_component
assembly_00451	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase`	PF01225.22`Mur_ligase`Mur ligase family, catalytic domain;PF08245.9`Mur_ligase_M`Mur ligase middle domain;PF02875.18`Mur_ligase_C`Mur ligase family, glutamate ligase domain	WP_005918992.1`UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [Pediococcus acidilactici]	TIGR02068`cya_phycin_syn: cyanophycin synthetase;TIGR01499`folC: bifunctional protein FolC;TIGR01143`murF: UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase;TIGR01081`mpl: UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase;TIGR01082`murC: UDP-N-acetylmuramate--L-alanine ligase;TIGR01087`murD: UDP-N-acetylmuramoylalanine--D-glutamate ligase;TIGR01085`murE: UDP-N-acetylmuramyl-tripeptide synthetase	UDP-N-acetylmuramyl pentapeptide synthase`Cell wall/membrane/envelope biogenesis`M	assembly_00451`K01929	Lysine biosynthesis`ko00300;Vancomycin resistance`ko01502;Peptidoglycan biosynthesis`ko00550	GO:0009252`peptidoglycan biosynthetic process`biological_process;GO:0047480`UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity`molecular_function;GO:0005737`cytoplasm`cellular_component;GO:0008360`regulation of cell shape`biological_process;GO:0051301`cell division`biological_process;GO:0005524`ATP binding`molecular_function;GO:0007049`cell cycle`biological_process;GO:0071555`cell wall organization`biological_process
assembly_01458	-	-	-	-	-	-	-	-	-
assembly_01324	-	PF11299.5`DUF3100`Protein of unknown function (DUF3100)	WP_004166820.1`DUF3100 domain-containing protein	DUF3100 domain-containing protein [Pediococcus acidilactici]	-	-	-	-	-
assembly_01544	ATP-dependent Clp protease proteolytic subunit`	PF00574.20`CLP_protease`Clp protease	WP_002829919.1`ATP-dependent Clp endopeptidase proteolytic subunit ClpP	ATP-dependent Clp endopeptidase proteolytic subunit ClpP [Pediococcus acidilactici]	TIGR00493`clpP: ATP-dependent Clp endopeptidase, proteolytic subunit ClpP;TIGR00706`SppA_dom: signal peptide peptidase SppA, 36K type	ATP-dependent protease ClpP, protease subunit`Posttranslational modification, protein turnover, chaperones`O	assembly_01544`K01358	Cell cycle - Caulobacter`ko04112	GO:0004252`serine-type endopeptidase activity`molecular_function;GO:0005737`cytoplasm`cellular_component
assembly_00542	Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic`	PF13279.3`4HBT_2`Thioesterase-like superfamily;PF01643.14`Acyl-ACP_TE`Acyl-ACP thioesterase	WP_005916042.1`acyl-CoA thioester hydrolase YbgC/YbaW family	acyl-CoA thioester hydrolase YbgC/YbaW family [Pediococcus acidilactici]	-	-	assembly_00542`K01071	Fatty acid biosynthesis`ko00061	GO:0009507`chloroplast`cellular_component;GO:0047381`dodecanoyl-[acyl-carrier-protein] hydrolase activity`molecular_function;GO:0006633`fatty acid biosynthetic process`biological_process
