Gene_ID,Start,End,Strand,Nr_ID,Nr_Description,Kegg_Gene_Name,Kegg_Definition,Kegg_EC,Kegg_Pathway,GO_ID,GO_terms,COG_ID,COG_Description,CAZy_Subject_ID,CAZy_activities,CAZy_note
1_2377 ,2517756,2518943,-,WP_013355869.1,MULTISPECIES: MFS transporter [Lactobacillus],--,--,--,--,GO:0016021,integral component of membrane,gnl|CDD|225371,"COG2814, AraJ, Arabinose efflux permease [Carbohydrate transport and metabolism].",--,--,--
1_2378 ,2519062,2519724,-,WP_003644813.1,MULTISPECIES: HAD family hydrolase [Lactobacillus],E3.8.1.2,2-haloacid dehalogenase ,EC:3.8.1.2,ko00361 Chlorocyclohexane and chlorobenzene degradation;ko00625 Chloroalkane and chloroalkene degradation;,GO:0016787,hydrolase activity,gnl|CDD|223943,"COG1011, COG1011, Predicted hydrolase (HAD superfamily) [General function prediction only].",--,--,--
1_2379 ,2519938,2521422,+,WP_011101931.1,MULTISPECIES: DHA2 family efflux MFS transporter permease subunit [Lactobacillus],--,--,--,--,GO:0016021,integral component of membrane,gnl|CDD|225371,"COG2814, AraJ, Arabinose efflux permease [Carbohydrate transport and metabolism].",--,--,--
1_2380 ,2521419,2521919,+,WP_003644815.1,MULTISPECIES: DUF4811 domain-containing protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2381 ,2521978,2522535,-,ACT63164.1,ribosomal protein acetylating enzyme [Lactobacillus plantarum JDM1],rimL,ribosomal-protein-serine acetyltransferase ,EC:2.3.1.-,,--,--,gnl|CDD|224584,"COG1670, RimL, Acetyltransferases, including N-acetylases of ribosomal proteins [Translation, ribosomal structure and biogenesis].",--,--,--
1_2382 ,2522625,2523635,-,WP_013355871.1,MULTISPECIES: putative sulfate exporter family transporter [Lactobacillus],--,--,--,--,GO:0016021,integral component of membrane,gnl|CDD|225411,"COG2855, COG2855, Predicted membrane protein [Function unknown].",--,--,--
1_2383 ,2523752,2524579,+,WP_003642119.1,MULTISPECIES: LysR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003700,DNA-binding transcription factor activity,gnl|CDD|223656,"COG0583, LysR, Transcriptional regulator [Transcription].",--,--,--
1_2384 ,2524664,2526172,-,WP_013355872.1,MULTISPECIES: accessory Sec system glycosyltransferase Asp1 [Lactobacillus],tagE,poly(glycerol-phosphate) alpha-glucosyltransferase ,EC:2.4.1.52,,GO:0015031,protein transport,gnl|CDD|223515,"COG0438, RfaG, Glycosyltransferase [Cell envelope biogenesis, outer membrane].",ALV14043.1,"sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); GDP-Man alpha-mannosyltransferase (EC 2.4.1.-); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157);  diglucosyl diacylglycerol synthase (EC 2.4.1.208); digalactosyldiacylglycerol synthase (EC 2.4.1.141); trehalose phosphorylase (EC 2.4.1.231); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-)",nan
1_2385 ,2526169,2527713,-,WP_003644818.1,MULTISPECIES: glycosyltransferase [Lactobacillus],tagE,poly(glycerol-phosphate) alpha-glucosyltransferase ,EC:2.4.1.52,,--,--,gnl|CDD|223515,"COG0438, RfaG, Glycosyltransferase [Cell envelope biogenesis, outer membrane].",ALV14042.1,"sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); GDP-Man alpha-mannosyltransferase (EC 2.4.1.-); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157);  diglucosyl diacylglycerol synthase (EC 2.4.1.208); digalactosyldiacylglycerol synthase (EC 2.4.1.141); trehalose phosphorylase (EC 2.4.1.231); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-)",nan
1_2386 ,2528022,2528966,+,WP_003642122.1,MULTISPECIES: LysM domain-containing protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|224306,"COG1388, LytE, FOG: LysM repeat [Cell envelope biogenesis, outer membrane].",ADN99549.1,"Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below.",Also known as LysM domains
1_2387 ,2529434,2530498,+,WP_003642123.1,MULTISPECIES: LysM domain-containing protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|224306,"COG1388, LytE, FOG: LysM repeat [Cell envelope biogenesis, outer membrane].",ADN99550.1,"Modules of approx. 50 residues found attached to various enzymes from families GH18, GH19, GH23, GH24, GH25 and GH73, i.e. enzymes cleaving either chitin or peptidoglycan. Binding to chitopentaose demonstrated in the case of Pteris ryukyuensis chitinase A [Ohnuma T et al. (2008) J. Biol. Chem. 283:5178-87 (PMID: 18083709)]. CBM50 modules are also found in a multitude of other enzymes targeting the petidoglycan such as peptidases and amidases. These enzymes are not reported in the list below.",Also known as LysM domains
1_2388 ,2530680,2531180,+,WP_003644756.1,MULTISPECIES: methylated-DNA--[protein]-cysteine S-methyltransferase [Lactobacillus],"ogt, MGMT",methylated-DNA-protein-cysteine S-methyltransferase ,EC:2.1.1.63,,GO:0003824,catalytic activity,gnl|CDD|223427,"COG0350, Ada, Methylated DNA-protein cysteine methyltransferase [DNA replication, recombination, and repair].",--,--,--
1_2389 ,2532103,2533002,+,WP_003642126.1,MULTISPECIES: ABC transporter ATP-binding protein [Lactobacillus],ABC-2.A,ABC-2 type transport system ATP-binding protein,--,,GO:0005524,ATP binding,gnl|CDD|226631,"COG4152, COG4152, ABC-type uncharacterized transport system, ATPase component [General function prediction only].",AJC53641.1,"cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenolÃ¯Â¿Â½mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)","Distant similarity to families GT12, GT21, GT27, GT55, GT81 etc."
1_2390 ,2532995,2534212,+,WP_003644757.1,MULTISPECIES: ABC transporter permease [Lactobacillus],ABC-2.P,ABC-2 type transport system permease protein,--,,--,--,gnl|CDD|224582,"COG1668, NatB, ABC-type Na+ efflux pump, permease component [Energy production and conversion / Inorganic ion transport and metabolism].",--,--,--
1_2391 ,2534370,2535113,-,WP_003644758.1,MULTISPECIES: SDR family oxidoreductase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|226674,"COG4221, COG4221, Short-chain alcohol dehydrogenase of unknown specificity [General function prediction only].",--,--,--
1_2392 ,2535127,2535447,-,WP_003644759.1,MULTISPECIES: carboxymuconolactone decarboxylase family protein [Lactobacillus],pcaC,4-carboxymuconolactone decarboxylase ,EC:4.1.1.44,ko00362 Benzoate degradation;ko01220 Degradation of aromatic compounds;,GO:0051920,peroxiredoxin activity,gnl|CDD|223672,"COG0599, COG0599, Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit [Function unknown].",--,--,--
1_2393 ,2535481,2535879,-,WP_003644760.1,MULTISPECIES: cupin domain-containing protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|224829,"COG1917, COG1917, Uncharacterized conserved protein, contains double-stranded beta-helix domain [Function unknown].",--,--,--
1_2394 ,2536052,2536486,+,WP_003644761.1,MULTISPECIES: MerR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003677,DNA binding,gnl|CDD|223860,"COG0789, SoxR, Predicted transcriptional regulators [Transcription].",--,--,--
1_2395 ,2536658,2537920,-,WP_003642132.1,MULTISPECIES: M20/M25/M40 family metallo-hydrolase [Lactobacillus],dapE,succinyl-diaminopimelate desuccinylase ,EC:3.5.1.18,ko00300 Lysine biosynthesis;ko01230 Biosynthesis of amino acids;,GO:0006508,proteolysis,gnl|CDD|223697,"COG0624, ArgE, Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases [Amino acid transport and metabolism].",--,--,--
1_2396 ,2538001,2539344,-,WP_011101935.1,ABC transporter permease [Lactobacillus plantarum],ABC.CD.P,putative ABC transport system permease protein,--,,GO:0016020,membrane,gnl|CDD|223650,"COG0577, SalY, ABC-type antimicrobial peptide transport system, permease component [Defense mechanisms].",--,--,--
1_2397 ,2539284,2540591,-,WP_104880300.1,ABC transporter permease [Lactobacillus plantarum],ABC.CD.P,putative ABC transport system permease protein,--,,--,--,--,--,--,--,--
1_2398 ,2540585,2541286,-,WP_003642134.1,MULTISPECIES: ABC transporter ATP-binding protein [Lactobacillus],ABC.CD.A,putative ABC transport system ATP-binding protein,--,,GO:0005524,ATP binding,gnl|CDD|224059,"COG1136, SalX, ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].",AMD89422.1,"sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); GDP-Man alpha-mannosyltransferase (EC 2.4.1.-); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157);  diglucosyl diacylglycerol synthase (EC 2.4.1.208); digalactosyldiacylglycerol synthase (EC 2.4.1.141); trehalose phosphorylase (EC 2.4.1.231); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-)",nan
1_2399 ,2541458,2541610,+,ACT63182.1,hypothetical protein JDM1_2295 [Lactobacillus plantarum JDM1],--,--,--,--,--,--,--,--,--,--,--
1_2400 ,2541789,2542439,-,WP_003642136.1,MULTISPECIES: endonuclease III [Lactobacillus],NTH,endonuclease III ,EC:4.2.99.18,ko03410 Base excision repair;,GO:0003824,catalytic activity,gnl|CDD|223255,"COG0177, Nth, Predicted EndoIII-related endonuclease [DNA replication, recombination, and repair].",--,--,--
1_2401 ,2542578,2543198,-,WP_003644763.1,MULTISPECIES: sugar O-acetyltransferase [Lactobacillus],maa,maltose O-acetyltransferase ,EC:2.3.1.79,,GO:0016407,acetyltransferase activity,gnl|CDD|223188,"COG0110, WbbJ, Acetyltransferase (isoleucine patch superfamily) [General function prediction only].",AMD96221.1,"lipopolysaccharide alpha-1,3-galactosyltransferase (EC 2.4.1.44);  UDP-Glc: (glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.-); lipopolysaccharide glucosyltransferase 1 (EC 2.4.1.58); glycogenin glucosyltransferase (EC 2.4.1.186); inositol 1-alpha-galactosyltransferase (galactinol synthase) (EC 2.4.1.123); homogalacturonan alpha-1,4-galacturonosyltransferase (EC 2.4.1.43); UDP-GlcA: xylan alpha-glucuronyltransferase (EC 2.4.1.-)",Distant similarity to family GT24
1_2402 ,2543391,2544008,+,WP_104795924.1,signal peptidase I [Lactobacillus plantarum],"lepB, TPP",signal peptidase I ,EC:3.4.21.89,ko02024 Quorum sensing;ko03060 Protein export;,GO:0006508,proteolysis,gnl|CDD|223753,"COG0681, LepB, Signal peptidase I [Intracellular trafficking and secretion].",--,--,--
1_2403 ,2544326,2544793,-,WP_003642139.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2404 ,2544765,2545262,-,WP_003642140.1,MULTISPECIES: N-acetyltransferase [Lactobacillus],--,--,--,--,--,--,gnl|CDD|223532,"COG0456, RimI, Acetyltransferases [General function prediction only].",--,--,--
1_2405 ,2545259,2545510,-,WP_003642141.1,MULTISPECIES: hypothetical protein [Lactobacillus],--,--,--,--,--,--,--,--,--,--,--
1_2406 ,2545545,2545850,-,WP_085776201.1,hypothetical protein [Lactobacillus plantarum],--,--,--,--,--,--,--,--,--,--,--
1_2407 ,2545945,2546583,-,WP_003642143.1,MULTISPECIES: phosphoglycerate mutase family protein [Lactobacillus],gpmB,probable phosphoglycerate mutase ,EC:5.4.2.12,"ko00010 Glycolysis / Gluconeogenesis;ko00260 Glycine, serine and threonine metabolism;ko00680 Methane metabolism;ko01200 Carbon metabolism;ko01230 Biosynthesis of amino acids;",--,--,gnl|CDD|223483,"COG0406, phoE, Broad specificity phosphatase PhoE and related phosphatases [General function prediction only].",--,--,--
1_2408 ,2547121,2547477,-,ARW12809.1,hypothetical protein S100434_00628 [Lactobacillus plantarum subsp. plantarum],--,--,--,--,--,--,--,--,--,--,--
1_2409 ,2547585,2548463,-,WP_003642145.1,MULTISPECIES: LysR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003700,DNA-binding transcription factor activity,gnl|CDD|223656,"COG0583, LysR, Transcriptional regulator [Transcription].",--,--,--
1_2410 ,2548644,2549240,-,WP_003644765.1,MULTISPECIES: NAD-dependent epimerase/dehydratase family protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|223774,"COG0702, COG0702, Predicted nucleoside-diphosphate-sugar epimerases [Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism].",--,--,--
1_2411 ,2549250,2550290,-,WP_003642147.1,MULTISPECIES: Zn-dependent alcohol dehydrogenase [Lactobacillus],"E1.1.1.1, adh",alcohol dehydrogenase ,EC:1.1.1.1,ko00010 Glycolysis / Gluconeogenesis;ko00071 Fatty acid degradation;ko00350 Tyrosine metabolism;ko00625 Chloroalkane and chloroalkene degradation;ko00626 Naphthalene degradation;ko00830 Retinol metabolism;ko00980 Metabolism of xenobiotics by cytochrome P450;ko00982 Drug metabolism - cytochrome P450;ko01220 Degradation of aromatic compounds;,GO:0008270,zinc ion binding,gnl|CDD|223991,"COG1063, Tdh, Threonine dehydrogenase and related Zn-dependent dehydrogenases [Amino acid transport and metabolism / General function prediction only].",--,--,--
1_2412 ,2550311,2551162,-,EMP45575.1,short chain dehydrogenase [Lactobacillus plantarum UCMA 3037],--,--,--,--,--,--,gnl|CDD|223959,"COG1028, FabG, Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases) [Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only].",--,--,--
1_2413 ,2551370,2552221,-,WP_063096812.1,aldo/keto reductase [Lactobacillus plantarum],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223729,"COG0656, ARA1, Aldo/keto reductases, related to diketogulonate reductase [General function prediction only].",--,--,--
1_2414 ,2552235,2552813,-,WP_013355877.1,MULTISPECIES: DUF1211 domain-containing protein [Lactobacillus],--,--,--,--,GO:0005267,potassium channel activity,gnl|CDD|226078,"COG3548, COG3548, Predicted integral membrane protein [Function unknown].",--,--,--
1_2415 ,2552907,2553596,-,KRN35166.1,flavodoxin [Lactobacillus plantarum],--,--,--,--,GO:0009055,electron transfer activity,gnl|CDD|223788,"COG0716, FldA, Flavodoxins [Energy production and conversion].",--,--,--
1_2416 ,2553671,2554456,-,WP_013355879.1,MULTISPECIES: glucose 1-dehydrogenase [Lactobacillus],gdh,glucose 1-dehydrogenase ,EC:1.1.1.47,ko00030 Pentose phosphate pathway;ko01200 Carbon metabolism;,GO:0016491,oxidoreductase activity,gnl|CDD|223959,"COG1028, FabG, Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases) [Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only].",--,--,--
1_2417 ,2554966,2555820,-,WP_013355880.1,MULTISPECIES: sugar transporter [Lactobacillus],glcU,glucose uptake protein,--,,GO:0015144,carbohydrate transmembrane transporter activity,gnl|CDD|227309,"COG4975, GlcU, Putative glucose uptake permease [Carbohydrate transport and metabolism].",--,--,--
1_2418 ,2555888,2556526,-,WP_127345322.1,NAD-dependent epimerase/dehydratase family protein [Lactobacillus plantarum],--,--,--,--,--,--,gnl|CDD|223528,"COG0451, WcaG, Nucleoside-diphosphate-sugar epimerases [Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism].",--,--,--
1_2419 ,2556599,2557483,-,WP_022638522.1,MULTISPECIES: aldo/keto reductase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223729,"COG0656, ARA1, Aldo/keto reductases, related to diketogulonate reductase [General function prediction only].",--,--,--
1_2420 ,2557598,2558488,+,WP_003642156.1,MULTISPECIES: LysR family transcriptional regulator [Lactobacillus],--,--,--,--,GO:0003700,DNA-binding transcription factor activity,gnl|CDD|223656,"COG0583, LysR, Transcriptional regulator [Transcription].",--,--,--
1_2421 ,2558643,2558831,-,EHS81920.1,hypothetical protein nc8_2451 [Lactobacillus plantarum subsp. plantarum NC8],--,--,--,--,--,--,--,--,--,--,--
1_2422 ,2558870,2559340,-,WP_003642158.1,MULTISPECIES: twin-arginine translocation pathway signal protein [Lactobacillus],--,--,--,--,GO:0010181,FMN binding,--,--,--,--,--
1_2423 ,2559422,2559676,-,ERO40978.1,hypothetical protein LPLWJ_18750 [Lactobacillus plantarum WJL],--,--,--,--,--,--,--,--,--,--,--
1_2424 ,2560170,2560913,-,WP_003642160.1,MULTISPECIES: SDR family oxidoreductase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|226674,"COG4221, COG4221, Short-chain alcohol dehydrogenase of unknown specificity [General function prediction only].",AID32530.1,murein polymerase (EC 2.4.1.129).,There are two categories of enzymes in this family : monofunctional (just the GT51 module) or bifunctional (GT51 module attached to a penicillin-binding transpeptidase module). These enzymes utilise Und-PP-MurAc-(GlcNAc)-pentapeptide as the sugar donor.
1_2425 ,2560932,2561783,-,WP_003642161.1,MULTISPECIES: aldo/keto reductase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223729,"COG0656, ARA1, Aldo/keto reductases, related to diketogulonate reductase [General function prediction only].",--,--,--
1_2426 ,2561801,2562658,-,WP_003642162.1,MULTISPECIES: aldo/keto reductase [Lactobacillus],--,--,--,--,GO:0016491,oxidoreductase activity,gnl|CDD|223729,"COG0656, ARA1, Aldo/keto reductases, related to diketogulonate reductase [General function prediction only].",--,--,--
1_2427 ,2562844,2564103,-,WP_003642163.1,MULTISPECIES: MFS transporter [Lactobacillus],--,--,--,--,GO:0016021,integral component of membrane,gnl|CDD|223553,"COG0477, ProP, Permeases of the major facilitator superfamily [Carbohydrate transport and metabolism / Amino acid transport and metabolism / Inorganic ion transport and metabolism / General function prediction only].",--,--,--
1_2428 ,2564184,2564822,-,WP_076636958.1,NAD-dependent epimerase/dehydratase family protein [Lactobacillus plantarum],--,--,--,--,--,--,gnl|CDD|223528,"COG0451, WcaG, Nucleoside-diphosphate-sugar epimerases [Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism].",--,--,--
1_2429 ,2565182,2565625,-,WP_003642165.1,MULTISPECIES: universal stress protein [Lactobacillus],--,--,--,--,--,--,gnl|CDD|223662,"COG0589, UspA, Universal stress protein UspA and related nucleotide-binding proteins [Signal transduction mechanisms].",--,--,--
